,open_covid_region_code,date,symptom:Adrenal crisis,symptom:Ageusia,symptom:Allergic conjunctivitis,symptom:Amenorrhea,symptom:Angular cheilitis,symptom:Anosmia,symptom:Aphonia,symptom:Asphyxia,symptom:Atheroma,symptom:Auditory hallucination,symptom:Balance disorder,symptom:Beau's lines,symptom:Burning Chest Pain,symptom:Cataplexy,symptom:Chorea,symptom:Cleft lip and cleft palate,symptom:Clouding of consciousness,symptom:Crackles,symptom:Crepitus,symptom:Cyanosis,symptom:Depersonalization,symptom:Dysautonomia,symptom:Dysgeusia,symptom:Dyspareunia,symptom:Epiphora,symptom:Esophagitis,symptom:Facial swelling,symptom:Fibrocystic breast changes,symptom:Focal seizure,symptom:Gastroparesis,symptom:Gingival recession,symptom:Globus pharyngis,symptom:Hemolysis,symptom:Hemoptysis,symptom:Hepatic encephalopathy,symptom:Hepatotoxicity,symptom:Hydrocephalus,symptom:Hypercalcaemia,symptom:Hypercapnia,symptom:Hyperemesis gravidarum,symptom:Hypersomnia,symptom:Hyperventilation,symptom:Hypochondriasis,symptom:Hypomania,symptom:Laryngitis,symptom:Male infertility,symptom:Mitral insufficiency,symptom:Muscle atrophy,symptom:Myoclonus,symptom:Nasal polyp,symptom:Neck mass,symptom:Neutropenia,symptom:Night terror,symptom:Nocturnal enuresis,symptom:Nystagmus,symptom:Onychorrhexis,symptom:Papule,symptom:Pericarditis,symptom:Petechia,symptom:Photophobia,symptom:Polydipsia,symptom:Polyuria,symptom:Ptosis,symptom:Pulmonary edema,symptom:Rectal pain,symptom:Rectal prolapse,symptom:Rheum,symptom:Rumination,symptom:Sensitivity to sound,symptom:Shallow breathing,symptom:Spasticity,symptom:Stomach rumble,symptom:Stridor,symptom:Subdural hematoma,symptom:Tachypnea,symptom:Tenderness,symptom:Trichoptilosis,symptom:Urinary urgency,symptom:Ventricular fibrillation,symptom:Viral pneumonia,hospitalized_new,hospitalized_cumulative
998,US-MT,2020-06-01,0.8878435653737478,0.0,1.382048519280373,0.8803821609330301,0.7124726477024067,0.4225767104408573,0.0,5.593242216071249,0.5626767200754006,0.9326923076923073,0.9187312863265428,0.8854770334852261,1.000907105661011,0.8264134356513617,1.1945587219603013,0.7426994571974406,1.1415254829763926,0.7321518280770305,0.9763761308683679,0.9133564873381328,0.866949983654789,0.8451364997095748,0.6533818255291206,1.091232968040335,0.8869710891692261,1.0559203246034674,0.9849695479689332,0.9876391889646002,0.977596631397106,0.8147122889816661,0.9926677852348993,0.7960021041557076,0.8901271831385597,0.5692210516817433,1.000740192450037,0.88468809073724,0.7560147601476014,0.7359471894378876,0.7732362010803202,0.7783946071489265,0.7368908796046026,0.862328224356868,0.54279171326623,0.8213195053366794,0.6777708376708997,1.0511813558230865,0.7554095696048219,0.9354710018451102,0.8683270585963897,0.8167911127299214,0.9752681149456893,0.8415755708752674,0.8438557256723437,0.976063543763155,1.1247993774621858,0.8827077051055423,1.229449582864721,0.6798708120938558,1.1205062462495226,0.8382174033679807,0.9141547934416843,0.7107455548270143,0.7571539602911043,0.8882287411808392,0.8811339083335786,1.0275625451441328,0.6437647382037134,0.6239376927685446,0.9558306616709797,0.0,0.8435773311818493,0.9616362506356291,0.6525339366515837,0.8953422323203637,0.7359830097087376,0.873703710115822,0.9244054472545362,0.8101842268681431,0.8690809374381591,0.0,2.0,465.0
999,US-MT,2020-06-08,1.0205818135114308,0.8275074096699022,1.8181669768504911,1.0677583804004986,0.9304494192896815,0.960682433823879,0.9345440494590415,0.9323934774190774,1.1783694627709709,1.2442307692307688,1.0612634298127166,0.8780464569804549,0.8898370569460775,0.755700445046794,0.8379478093750938,0.9638535949297994,1.0179208128451909,0.0,1.1000023137971724,0.8591669158405594,1.0785877737822818,0.9322639739064382,0.923271202707481,1.001041710071253,1.1334619387262987,0.9487458502397639,1.1026429010448675,1.1999127472162208,0.8210969553012304,0.9911054637865309,0.944244966442953,0.8879116254602842,1.2195134535510663,0.8322768390895351,1.0234842877329922,0.9331907272908168,0.9549323493234931,1.0597119423884778,1.044433866594921,0.8616099246586981,0.9497258475557959,0.7688590811573472,0.7581083240134207,0.8507997460163879,0.5028338769750385,0.8017768621644241,1.0763265720768005,0.9840921557871638,0.8683270585963897,0.7182434893462027,0.9591812182043171,0.9360559883955677,0.9646195309364068,1.0809199711164712,0.975584845095083,0.8157949464489966,1.1240494855051788,0.39684423518424844,1.2531231247613333,1.0771135252811985,0.0,0.9822578778879162,0.8905061353305539,0.8167842554771632,0.975891201318772,0.9398515989231071,1.2777078229812953,1.1301839483435774,1.1057205763065392,0.0,0.7395237396704317,0.793349906774394,0.6207239819004524,0.8651898134999527,1.138288834951456,1.0755873340143003,0.915114940246953,1.1326847443593457,1.0022898821134765,0.0,2.0,477.0
1000,US-MT,2020-06-15,0.8909741844335988,0.6525034503043057,1.5837986090704277,1.196490134233111,0.9491331425685908,0.7246819902735756,0.0,0.8725457857071148,0.8913760603204524,0.792307692307692,0.8649239711148947,1.0978676785799342,0.8285570300688728,0.8292705261808391,0.9650160655836161,0.9963762622433817,0.9761133508890492,0.6701925760535865,1.2164094495476525,0.9387032223934494,1.0505393919581563,0.8050578615790178,0.950851139061474,1.2171757156548189,1.1364317079980708,0.9969383991147177,1.2057886796669832,1.1731760013295662,1.1390088533793992,1.104964603376293,1.0208053691275167,0.8091320357706471,0.0,0.7574950935053801,1.0479779288069444,0.7669883593672271,0.9344649446494463,0.9010802160432086,0.8265071710921169,0.7725032572367302,1.1274229670244806,0.8276541873634974,1.0461202535016243,0.9197835092069059,0.5265690424965874,0.9089036245412991,1.582794351698215,1.0683688226200567,0.9280175049071662,1.252708978328173,1.263491681561941,0.8007506991072364,1.3776019267159816,1.04736591436341,0.7574534312533439,0.9367786211916398,0.947946217246068,1.1085839915950035,1.133271507282745,1.0180137878044095,0.6964988902412833,1.0612296062020288,1.1840599166254502,0.9403639064240624,1.0880751228989434,0.7509849628997307,0.9250211772247532,0.9294162025428805,0.9686353277453743,0.0,0.5685785536159601,0.8738346799254194,0.4934841628959276,1.083025655590268,0.8763956310679609,0.9439241010370318,1.0049231746535914,0.9113167933287989,1.1000480592542334,0.3519190586165181,9.0,529.0
1001,US-MT,2020-06-22,1.1877568713074749,0.8298830290278063,2.698860482580729,0.8925401599061101,1.0574987375862646,0.7092369350674039,0.0,0.8166133635464023,0.7146559849198869,1.236538461538461,0.9502142899078262,1.0124160487750662,1.3060305728204267,0.7935568945623706,0.7454280652232665,0.9301482851684506,1.0660902798816152,0.606168015629361,1.0702237441865845,0.8941279297099617,0.8168028767571102,0.9784415352307759,1.1393140374804265,0.9027251135463977,1.2235449399700484,1.2386204352637402,1.3329049561379,0.9811575535981386,0.9200496652990711,0.9722272644763112,0.9062919463087248,0.9322251446607049,0.721512782808348,0.8674682487761961,0.8625260749613081,1.0010944184658241,0.9498154981549813,1.2170434086817363,1.088019205695482,1.1399762080099698,0.9768321878137308,0.9128317130211251,1.0108110986845609,0.8979681311039216,0.4606380271589513,0.7624412541041653,1.244708949917036,0.8336907195930781,0.9843292467097855,0.9197778182480421,1.0624054722947887,0.8514901825903606,1.0980560811973163,1.0545560693819231,1.1677933952628765,0.734012685868774,0.8006479445386334,0.8430094556208412,0.7609513938137581,1.3509700552792778,1.3072957685974085,1.0236240212905465,0.0,0.7105829929446714,0.0,1.0147580274476327,0.9580576478399231,0.8099940089200522,1.1750164162385568,0.9748373101952279,1.3796391374504913,0.57384597999887,0.8691855203619909,1.0214901069771847,0.7580703883495143,0.8426446910545178,0.7153690395839125,0.8416476919892361,1.0055126791620728,0.0,12.0,584.0
1002,US-MT,2020-06-29,0.6906145646031338,1.1640534853729725,1.2709047572403431,0.7523655835105992,0.8370308028951352,0.7988182552631996,0.6678516228748066,0.5173749049865906,0.7344486333647503,0.8769230769230765,0.9141519403510834,0.9257259895527363,0.7928103477238366,0.6607021849416678,0.8976757454731089,0.936652818631167,1.151522919531122,0.6939436226625733,1.017885652143733,0.8748993720817904,0.8618502778685846,0.8721460167106025,0.9817144011718947,0.597212383849327,0.789958626291342,1.1120250829952047,0.9297647650444207,0.8110146252285192,0.9782984236665943,1.1887366128153924,0.754479865771812,1.102093634928985,0.7577844852049633,0.7355004624512169,0.8205369759773905,0.8523529997015221,0.7540959409594095,0.7743048609721944,1.1759970198058733,0.8954851866538265,1.2087419877982855,0.9550435841434892,0.7366458965755979,0.6798143500740784,0.6681009554213797,0.7214317903817677,0.8617215807117943,0.7721039245998104,1.027126170479776,0.8549672190857767,1.002079609514643,0.9016464536196558,0.9922013876942486,1.1390403908494524,0.8731579203346143,1.0875012997816367,0.7882094237322278,0.7883769796490135,0.8985325405051551,0.727509444432587,1.0692346244719702,1.0386662552551396,1.0319131397348027,0.6236910508726328,0.9519295870006771,1.1031091995534834,0.8598411135786076,1.4036434641755606,1.2028853953416507,0.7757049891540131,0.906752726028067,0.7818520820385333,0.8167420814479638,1.052873236769857,0.8795509708737862,0.9243434151070791,0.8144677809981341,1.7372327527574887,0.9936957566505527,0.3835367865390959,10.0,664.0
1003,US-MT,2020-07-06,1.128901232982276,1.2931288038190911,1.1259346328403042,0.8045734614538252,1.3414913314256853,1.1361382609659894,0.6095826893353941,0.7444605389590833,0.8722902921771913,0.965384615384615,1.0108906240826632,0.8613276598447199,1.003460440114228,0.8642698851669383,0.949205729557671,0.8656942717651696,1.2205961175456173,0.7373150990789842,0.6334713898979615,0.740299468684592,1.1924812030075187,1.054242437782047,1.025054301156741,0.9043501812575524,0.8741020889915475,1.2357432681667282,1.5646197686763141,0.8725901612099053,0.840747138846901,0.9633781085496457,1.1084899328859061,0.9330457653866386,0.7117096199984518,0.5533849173227459,0.9631249579436107,0.6415282061486419,0.9050430504305041,1.0382576515303061,1.2889960471036237,0.8638191808757718,1.384431230210827,1.2588182995419313,1.1894338818767642,0.9917152964653947,0.6698591158303834,0.9817163458443314,0.8465341505536553,0.9490849249488853,0.8581909450719183,0.8913676925878709,1.102622714148219,0.8818172301894692,0.6947646080623889,0.7609580727926377,0.8870677496230729,0.8914942289695331,0.8870629311936618,1.1108603447604966,1.2013528994599312,1.107911980022624,0.7237058781413335,1.03716203185868,1.093666831531595,0.9113999257333828,0.8702422654617175,1.0070753168297326,0.8750200325099018,0.6282645838418354,1.1027077137007995,0.7405639913232105,0.6967874431568138,0.6950957681224929,0.9052941176470588,1.027643661838493,0.7257281553398056,0.9391977285711812,0.8338230039305993,1.2911257651477066,1.078562745596924,0.35741779390740125,12.0,757.0
1004,US-MT,2020-07-13,0.8922264320575392,1.6162130364940388,1.1670095014203152,0.8896794542653854,0.8719070863490992,1.4623378269203353,0.0,0.9995123840119323,0.844721960414703,0.7432692307692306,1.0366494451946224,0.8526586539224869,1.0941038132034269,0.7678430797970733,0.862541665415453,0.9496618855565998,0.8997692899256599,0.7228579402735139,0.6650547213031305,1.0339719851875704,0.748806799607715,0.7362271569634956,1.2607970904682528,0.9124755198133255,0.729573317765312,0.7991331611951309,1.3329049561379,0.9884493933854079,0.8049557331030012,0.8689871119985476,0.9089093959731543,0.9904892162019991,0.5323117405773545,0.6695165692887275,0.6123410268487989,0.8982688289722416,0.9267896678966788,0.9342368473694739,1.4132949771311492,0.9956381351611623,0.7519499575256777,0.9196157637372193,1.111892208553017,0.8543373748979529,0.8491914775487538,1.0001287581278568,0.8689851342656867,0.8142422580162567,0.6385751520417029,0.9002458568566745,1.0925684036848615,0.8800675928279822,0.9541831527037101,0.9479021032739787,1.0305918972812609,1.0199126546740147,1.0435264297584477,0.9803494299389081,1.1644754786972886,0.864021514097283,0.7890026491014537,0.753615921626104,1.005063708518806,0.9326401782398812,1.0259927585293338,1.3835281371068353,0.8196616222898875,0.6897064370825658,0.6635829889142106,1.2885032537960956,0.8751650286049582,0.8581558280128821,0.6645701357466064,0.8171920855817476,0.8385315533980581,0.9621543948338844,0.9445348791043,1.2888783747819144,0.8690809374381591,0.4234026173979984,21.0,865.0
1005,US-MT,2020-07-20,1.0406177754944774,1.7009434602592823,1.1283508015803048,1.0584610870681435,1.0886382763844467,1.3344527698132338,0.6801777434312208,0.9363087469703271,0.9260131950989632,0.8403846153846151,1.0137527153173254,1.0891986726577012,0.8362170334285234,0.8321276167103167,0.5896669769676587,0.7746308032871394,1.0033790869474024,0.6010047446274073,0.9529142275388138,0.6896059985739587,1.1032363517489376,0.9618873151333718,1.1629539829267062,1.1927996999874995,0.9127090895245831,0.6804500184433788,0.9166899480359835,0.8652983214226359,1.0302310516087234,0.9875658014158646,1.4605369127516779,0.8862703840084168,0.8087609318164226,0.8542714701436983,1.0401049727474598,1.0198487712665405,0.8615498154981549,0.8757251450290059,1.1162689625199196,1.1524953265733868,1.0350606224418875,1.0153462571754381,0.8065718698407628,1.2876969128896683,0.0,1.3298783235691753,0.6649453117063424,0.8414701042238067,0.7241689995816842,0.9801493352759058,1.5450123745359545,0.9553019993719251,1.0130741441596423,0.9598856949715004,1.0818053596614952,0.7542892794010607,0.8896815671529049,0.8559087902253005,1.2048988053024927,0.7874415725780634,1.3698718407675239,0.9220889420295445,0.9773192962622763,1.113182324545117,0.8593506225898561,1.1652111103815088,0.8991277272831337,0.9553775489826257,0.6673490671713854,1.0268980477223428,1.115788958975111,0.0,0.5115384615384615,0.8885733219729244,1.023907766990291,0.9749831200983362,0.6387223567713505,0.9135641836945914,0.9517993950187996,0.0,34.0,1086.0
1006,US-MT,2020-07-27,0.4545658874903673,1.3794429738229377,0.7598850687302052,0.9690640357954963,0.9341861639454634,1.0762114467660433,0.867310664605873,0.7645962109369397,0.7181903864278982,0.7682692307692305,1.1912023718663771,0.92139148659162,0.8183436922560053,0.9071262431091005,0.8004714573135941,0.7154986808988081,1.1106243154435922,0.5875802400223278,0.9610356556144287,0.7612760770062332,1.1210853220006538,1.054242437782047,1.0408142647875942,0.9539147464477686,0.8741020889915475,0.9746403541128735,1.204335922221601,1.1958617251121821,0.9761930468581296,0.9209021601016515,0.855251677852349,0.9929510783798002,0.6528906431390757,0.5964943941889057,1.0794697530448825,1.1504825390508406,0.7662484624846247,0.8497199439887978,1.2010182329932324,0.9352517985611509,0.9236234458259325,0.7756431318734415,0.7788784150822816,1.2983097995343633,0.6171143035602744,1.042812077512393,0.6154210829298025,0.8628634119583103,0.8446761270392896,1.0955654707703513,1.005431046335762,0.910394640427091,0.9922013876942486,0.8334588025626449,0.9180487330382765,0.8502651554538838,1.1247041444949895,1.0372582590762285,0.7637881184878074,0.6850575203295414,0.9876136607718196,0.8461256605083504,0.9093007371817515,0.7829929446713702,1.212239851638162,1.1389618491036835,0.5187618764165846,0.8584551889409101,0.9023523504190968,0.8980477223427333,1.0340325656447118,0.6700096050624329,0.8012669683257919,0.967954179683802,0.7635922330097086,0.8743789061823721,0.7215627109223014,0.8562557293668863,0.7541345093715546,0.0,34.0,1322.0
1007,US-MT,2020-08-03,0.8008123555098895,1.146632276748343,0.684983837790185,0.9490390963104232,0.976535936710991,0.9168184770383513,0.0,0.6611212299396216,0.8694627709707824,1.2413461538461534,1.1877678623847827,0.791975612466856,0.9396270787838065,0.9564110547425871,0.6570072970781659,0.5848166904205961,0.9979259397357318,0.5111638291934134,0.8383118535829147,0.6642592635186421,1.2205295848316442,0.8826013136142262,1.1012274587058646,1.0879828326180259,0.9671548595070689,1.1192180007377353,1.1040956584902495,1.1431984377596809,0.9902288922478941,0.9822563078598653,0.9946308724832214,1.227648605996844,0.5205479452054792,0.7214238985765525,0.6753246753246752,1.2248532484329917,0.7950307503075029,0.9095319063812762,0.8862352283780707,1.0840083838441057,1.0169897289365974,0.6452386014418523,0.9353464344676999,1.130862032473619,0.6259051056052927,1.231957767334063,0.9878432833293825,0.7973869246496782,1.1814203430189532,0.7715124749590236,1.1803760483981847,0.9214756770498423,1.0607833017948278,0.8748021939190953,1.0065658285102865,0.9949048559841948,1.0978631259127458,0.824039845908401,1.1290164202716708,1.1745032335175976,0.9359203837617244,0.9709762024144715,1.0149084999646716,0.7569253620497587,0.9061846869388597,1.0115568980235077,0.6785869639872707,0.897397208600528,0.8631851365444783,0.8316702819956616,0.9522761723143123,0.832024408158653,0.757420814479638,1.0393354160749788,0.7138956310679611,0.8223888090580148,0.8965339262317864,0.8405239968063399,0.7122381477398015,0.0,35.0,1566.0
1008,US-MT,2020-08-10,0.981136013357308,0.8781872893051881,0.0,0.948323919900242,0.9603433765359364,0.8192057281353462,0.0,0.6672737963773,0.7330348727615457,0.7769230769230766,0.966242000821934,0.7387231475159963,1.4005039475894507,1.0328382264061098,0.7975436173087894,0.8337629256754706,1.1288014728158278,0.5720904270164667,0.8482380434531108,0.8425604342525934,1.2910755148741417,1.3025557392431077,1.0926908117391525,1.1749239551647985,0.9067695509810391,1.0055699004057543,0.8404201821534334,1.3279250457038392,0.9305765493413946,0.7893447086585585,0.7570973154362416,1.048753287743293,0.6617134896679822,0.7425387443885492,1.2124352331606216,0.755994428415083,0.8097416974169741,0.6897879575915182,1.099319108425257,1.0295133971562906,0.9437022163873658,0.5902124123001989,0.7511849603238004,0.909760227375805,0.6250260254007908,0.9582823665743899,0.9871829602790285,0.7896075400189496,1.0992051999871288,0.866508832635221,1.3412450158119067,0.8509069701365315,0.9258558403578186,0.8448432146752907,1.052088906181606,0.8394509722366643,0.8837896362446076,0.6859410872018366,1.1708581092138999,1.1536934668004182,0.8039664924464813,0.961198750337486,0.8958760215737532,0.919123653917564,1.1817432515969504,0.7714721912141309,1.0116303028915496,0.7199946745956021,0.8985862721619219,0.9097613882863341,1.1083565595814384,0.9449121419289225,0.6628506787330316,0.993799110101297,0.8558859223300969,1.0661345890825988,0.8307261682614049,1.096726498506668,0.8282588414892714,0.0,37.0,1822.0
1009,US-MT,2020-08-17,0.8815823272540457,1.0405212787619633,0.7224344532601952,0.7552262891513241,1.1696010772597203,0.927938916786795,0.6443199381761977,0.5184935534298047,0.8871347785108389,1.0269230769230766,0.9874214759584338,0.8210787037772096,0.6434402822106501,1.106408307540155,0.9825831056124441,0.7976923310185886,1.151522919531122,0.0,0.8680904231935027,0.6354164270763852,0.9876430205949656,1.0324605692328312,1.2325604889629742,1.2870536272344681,0.9641850902352971,1.0293065289561047,0.9631781862882045,0.8458534153232508,1.0870762254372701,1.1008349972771825,1.0208053691275167,1.078295633876907,0.47153213115599907,0.5982539646732387,1.0366058811654666,1.069644811461546,0.9453382533825336,1.1214742948589718,0.5779093110370661,1.1318756018807,0.612402502123716,0.945998183188697,0.9180380252436492,0.9197835092069059,0.5256899622920856,1.0210519539045901,0.7904066912735768,1.110507156036503,0.9516684364642662,0.9579539246038971,0.8177505843530865,1.1769227318269504,0.6820918630655428,1.118069105378789,0.7568211662856866,0.7292814807112404,1.0291239319826098,1.308903070158372,0.9737057443674648,0.8981495315134569,1.0216223956468822,1.0499479307285842,0.703455097859111,0.5435573709617527,0.8942038797798123,0.8335741020421562,0.6178712882620938,0.9138393946790334,0.9897253659855536,0.7939262472885033,0.872377878832331,0.0,0.5347511312217195,1.3137839628893309,0.749393203883495,0.823739201191115,0.6720133402151904,1.0023361031433893,0.6177027676476409,0.0,57.0,2191.0
1010,US-MT,2020-08-24,0.8440148985358336,1.2495757822575173,0.7103536095601918,1.3759994131885864,0.7174549739101159,0.9254677079538075,0.6196676970633692,0.6896467652415851,0.9691328934967013,1.0192307692307687,0.9828421299829745,0.9343949954749693,1.118360490508987,1.0285525906118935,0.8566859854058437,0.9744973769596991,1.0579105590641091,0.7259559028746861,1.081052314954071,0.8661591186144398,1.1363844393592677,0.9941244805862114,0.9758044148103248,1.1139839159965,0.7414523948523999,1.002692733308742,0.8287981225903781,1.120512713977065,0.7923234722522129,1.040070793247413,0.8369295302013422,0.8788847974750134,0.5989732476846475,0.7398993886620496,1.2500504676670479,0.7973833449408019,0.9651660516605165,1.01875375075015,0.744179308346613,1.2217186880416926,0.762993281334466,0.7990104176733217,0.6861053416413698,1.0259123756538564,0.5467878872001292,0.993433335479302,0.8518167349564862,0.731910437341046,0.7917430897448274,0.8487525040976142,0.9343805857280348,0.9203092521421842,0.9102012730087735,0.8765997326737237,0.9325908272943925,0.8489133825517314,1.0559649505648534,1.171563095840305,0.8581092138999508,0.9397690649478154,0.9087133958616742,1.213156169244417,0.7419392826020393,1.1015967322688451,1.0913426157605015,0.8559820080110314,0.9562718926715356,1.1362415958461844,1.059021205917571,0.6299349240780912,0.8352158818639676,0.9511836826939375,0.6241628959276018,0.9144182523904194,1.0909587378640775,0.9648551791000847,0.820661452336523,1.216961883076559,1.1763209227376812,0.0,53.0,2547.0
1011,US-MT,2020-08-31,1.1007256614436167,1.139505418674631,0.7176021157801938,1.2737291865326779,0.9815182629187003,0.9736562801970631,0.9726429675425036,0.9704275244883619,0.8312912346842601,0.8999999999999996,1.0916015969001351,0.9405871425622786,1.3264572484461616,0.954268236845479,0.8959190414702262,0.8846165509294356,0.9752044930204373,0.5183924085961484,0.9168189916471922,1.077673252524323,1.0870872834259562,0.9453330950359677,0.9672677678436128,0.9279136630692946,0.6107825468944336,0.9688860199188492,0.9043415097502372,1.0451637028419478,0.9937378535953353,0.8961245235069882,0.8814261744966443,1.0306996317727513,1.1077573975182515,0.7636535902005459,1.0890922548953637,1.136901800815839,1.0297662976629767,0.9127825565113022,0.8200500838179597,0.9330425423440774,1.054135454475249,0.9120779296082258,0.7428769238962561,0.8956097118495449,0.4210794179563696,0.9457284491083501,0.798990890928177,1.035954719992021,1.2084499790842105,0.8416499726825714,1.262821394197717,1.0987722630138625,0.884855783015081,1.0126134984405966,0.7795827051213463,0.9726006030986795,1.0461450657176912,1.0220825713062764,0.7772625606895422,0.703370115040659,1.1032433593470325,1.0130944575153316,0.9603146564921451,0.8486446342369105,0.8833122369079509,0.9136023376452819,0.805375580942787,0.7900903099829143,1.0665533624319208,0.6234273318872018,1.0609750134467753,0.6919599977399853,0.7952488687782805,0.9131875414181578,0.6752427184466018,0.7244853794082512,0.6542065351173225,1.6417186622113136,1.043111978062364,0.431650720334323,53.0,2922.0
1012,US-MT,2020-09-07,1.0662888517852556,1.223443969320573,0.8855258432102392,0.9032678060588278,1.0400605958592826,0.9409127631599792,0.758616692426584,0.5486970613965896,0.7492931196983977,1.127884615384615,1.0521047378617978,0.817363415524824,0.7915336804972283,0.902126334682515,0.8385333773760548,0.9739060557358157,0.6352916501596325,1.2350544236673182,0.9258428006200975,1.2419900177105136,1.2460281137626676,1.0612126357177962,1.044097590544022,1.1180465852743864,1.0384293220295961,0.9976576908889708,1.0241939989942446,0.9317350839288682,0.9418052256532062,1.0312216373207477,0.9815436241610738,1.2588321935823252,1.1273637231380436,0.6052922466105709,1.154700222057735,0.948064869167247,0.7355473554735547,0.9901480296059212,0.8918851797429582,0.9470344983855434,0.7921074986485442,1.241481281045246,0.8668051339404591,0.7116530100081637,0.6443657898998307,0.5565570076611086,0.8564389963089634,0.9503814890540067,0.0,0.7910444363503915,1.0583837481094456,1.078943039583676,0.9251103847697689,1.1486272642074697,0.7561889013180294,0.594780076947073,0.8268343041310663,1.1207245418109653,0.8637826632480496,0.9014790941882056,0.9209565404166967,0.9416438461835153,1.1912197649497158,0.6748607500928333,0.9453946012775603,1.1120723619410335,0.4634034661965704,1.0445115050924179,1.0876434006720999,0.6455531453362257,1.058187863674148,0.8842872478671112,0.9018552036199095,1.2768626337214808,0.9608009708737861,0.9364969443049808,1.1264739746694725,0.8742348522932252,0.9571707234331269,0.33336082700978764,62.0,3315.0
1013,US-MT,2020-09-14,1.085698689956332,1.3731079888685267,0.729682959480197,1.0985109660382895,0.9566066318801545,1.2337510098689943,0.8852395672333847,0.8529694379508655,0.9931668237511782,1.213461538461538,1.061835848059649,0.7405807916421892,0.882177053586427,1.1364077580996685,0.9702861775922645,1.0383600691390966,0.9370324625387427,0.8953111917387665,0.9601332747171383,1.1318628240218966,1.268126838836221,0.8512354229033553,1.189220588978128,0.9271011292137172,0.6187019316191588,1.1206565842862413,0.7416326758674637,0.7648329732424796,1.0014575685597058,0.8158921764385548,1.0338926174496643,1.0356233561283537,1.1508913138817942,0.8208396309413702,1.0462283830159478,1.1640632772858421,1.0950061500615005,1.1916883376675333,1.1784184275336822,0.921259842519685,1.0250212371611709,1.1246448520458452,1.0253501624327637,0.8732047289329664,0.6171143035602744,1.0746153350930276,1.3767735599878093,0.818131950331621,1.1127200180197576,0.9641686395920595,0.7500515605664785,1.0177057319316296,0.8669648489018866,1.0785232527769668,0.9989786488984,0.6826453155869814,1.1135749416682057,0.8741196155492431,1.019802520320768,1.2602394723923762,0.9250375886017043,1.1717900258417866,1.001483784356673,0.8476791682138878,0.8125165582408526,1.0819817453542582,0.725016598365347,1.1777797501497769,0.9588435242767197,0.5713665943600867,1.060045963522566,1.0327137126391321,0.9904072398190045,1.1814825333712013,0.7533373786407765,1.1113727255414554,1.0281494421725494,1.2821362036845372,1.0968252622056371,0.0,33.0,3618.0
1014,US-MT,2020-09-21,0.9949107372206525,1.6835222516346529,0.5943775100401605,1.1199662583437247,1.1708466588116475,1.4240340900090296,0.9031684698608963,0.7634775624937256,1.044062205466541,1.0326923076923074,0.909572594375624,0.7343886445548797,1.0851671426171676,0.9828391421402538,0.7993003213116724,0.8668769142129361,0.8952250005826009,1.1204298074239465,0.8283856637127188,0.7140787082825402,1.0649885583524028,0.9941244805862114,1.263423751073395,1.091232968040335,0.8305454730055588,0.9573773515308005,0.8534949991618705,1.0970167857736413,1.0681278341610878,1.0955255037211833,1.039781879194631,0.9182745923198318,1.2175528209890871,0.895621376525525,0.9692483682120987,0.832305243259377,1.266420664206642,1.1858371674334867,1.2010182329932324,0.8733926244830905,0.9095683064329293,1.1804248246003979,0.9914256803536242,1.0158890938227556,0.4325074606148932,0.9925964076482328,1.2856489790389756,1.167555976661846,0.9955915950703094,1.0129985430704789,0.9524783445620787,1.1810052190037534,1.0011468547508457,0.9455053849344742,1.3302854919507807,0.7488821877924509,1.0841152871267186,0.97655550799642,0.8964049969996181,0.9589140503276203,1.08011741963199,1.1529872333860454,1.1214112437881247,0.9393984404010398,1.3157104589208444,0.8956760128701817,0.8893060738570022,1.3075864823485033,1.1207848893352388,0.7574837310195229,1.3619871888905188,0.9010113565738176,1.2603619909502262,1.1913282211492948,1.1564320388349512,0.9972645902944893,0.9011791797355782,1.1686429902120234,1.322421055607384,0.0,45.0,3899.0
1015,US-MT,2020-09-28,2.853872334960185,2.4983596913957338,0.8601560714402323,1.1972053106432918,0.7610503282275709,2.7949371901088287,1.00177743431221,0.9553257705049693,0.8235155513666352,0.967307692307692,1.1328157106792698,0.9381102837273549,1.1553838400806316,0.6464167322942803,0.9866820816191707,1.1300148588410102,0.8734124117359182,0.9345520513536144,0.42863092621300813,1.0383421119212457,1.1440339980385748,1.1335284393011928,1.4702732737283428,0.8637234884786866,0.6939360865040485,1.3421984507561786,0.862937922556853,1.109169852085757,1.0316346361476998,1.014113269195861,1.021459731543624,0.9929510783798002,1.3087222351211203,1.134043177152654,1.0680977054034049,0.7973833449408019,1.07070110701107,0.9849469893978796,0.9855129452182371,0.9831190165977453,1.0099621592400958,1.1419818705425306,1.2759759279970178,1.2405285278021345,0.7454600134175395,0.9942702633103715,0.9561477769123969,0.8797187453248888,0.8153940213019276,1.1248634128574029,0.7963013886979237,0.9692990982638214,0.825964791559149,1.0641429427399407,1.1153154029473276,0.8793282728501612,0.9996642774411227,1.021323786917779,1.1630571163602639,1.1203978400529315,1.2610438891673235,1.1905928182975276,1.032808120775336,1.0591162272558485,1.1087692443554797,1.042927966379933,0.6660866778085578,1.0964341979719083,1.005542894665688,0.9865509761388287,0.7776147865630042,1.051528334934177,1.0497285067873303,0.9113414749597654,1.374150485436893,1.137705372136909,1.129570810338667,0.7495046869917495,1.1784694541034122,0.0,122.0,4579.0
